Outage_sec_perweek,Email,Yearly_equip_failure,Tenure,Bandwidth_GB_Year
-0.6799776032108318,-0.6662817809861953,0.9466579047036832,-1.0487462125145348,-1.138487026758293
0.5703310909326953,-0.0052879506427475865,0.9466579047036832,-1.2620011592580802,-1.1858758365750723
0.25234705329419904,-0.9967786961579193,0.9466579047036832,-0.709939803296579,-0.6121377506525424
1.6505058518829352,0.986202794872424,-0.6258635316811727,-0.6595239638828064,-0.5618571466817583
-0.623156047089417,1.316699710044148,0.9466579047036832,-1.2425512017143743,-1.428184468640245
-0.5312245011031589,0.986202794872424,0.9466579047036832,-1.0409751428135001,-1.076788892866147
0.3968171392224275,-0.6662817809861953,0.9466579047036832,-0.8051442122278709,-0.6796212586964383
-0.7427124195663637,1.316699710044148,-0.6258635316811727,-1.1444758337339471,-1.1041299460065443
-1.432469057306725,2.638687370731043,4.0917007774733944,-0.9948475885163598,-0.9516201278501971
-0.4348389167038134,1.9776935403875957,-0.6258635316811727,-1.1763258177700682,-1.3196031395608527
-0.22185659578786143,-0.9967786961579193,2.519179341088539,-0.5770772231059956,-0.30366925596741784
-1.1159833426546335,1.6471966252158718,0.9466579047036832,-0.9078143071046398,-1.0121578583342967
-0.5806612799430625,-0.9967786961579193,-0.6258635316811727,-0.8136641324836795,-1.0049277035553403
-1.3848998900506508,0.6557058797007002,-0.6258635316811727,-0.6673905557377415,-0.6606519202176775
0.6011290888937205,-0.6662817809861953,-0.6258635316811727,-0.9252790723682481,-0.8283261280844842
0.26769363903760607,0.3252089645289763,-0.6258635316811727,-0.7811957463028438,-0.7103868401018523
1.1831829342716649,0.3252089645289763,-0.6258635316811727,-0.7088806634846492,-0.6049668411847808
-0.05735514010217622,1.316699710044148,-0.6258635316811727,-1.218636000354586,-1.1487550410882603
-0.14353530992114066,-0.3357848658144715,-0.6258635316811727,-0.6586643495147995,-0.7135525973023462
0.30935918021572856,-0.6662817809861953,-0.6258635316811727,-0.8214296515667315,-0.6581869982279507
0.6946013958706415,0.6557058797007002,4.0917007774733944,-0.5321993969828047,-0.48601005518490775
-1.0138305010199664,1.9776935403875957,-0.6258635316811727,-1.2143752859646828,-1.2805484994481717
-0.21132390956102817,1.316699710044148,0.9466579047036832,-1.054162420093918,-1.2261101571312556
-0.972100660670392,-0.9967786961579193,-0.6258635316811727,-0.9826308773775781,-1.1197956245812266
1.2587683298101524,0.986202794872424,-0.6258635316811727,-1.0875153205165573,-1.153942066564731
-0.07869298174822566,-0.0052879506427475865,-0.6258635316811727,-1.1485071989623208,-1.198089471601636
1.9694276252560166,0.986202794872424,0.9466579047036832,-0.9122140515257888,-0.8630365474292173
1.5909020495836605,-0.0052879506427475865,-0.6258635316811727,-1.25308568712767,-1.3606581973634946
1.1538580952306203,0.3252089645289763,-0.6258635316811727,-1.2516498984328337,-0.9760846270524459
0.20695223342775257,1.9776935403875957,-0.6258635316811727,-1.100544923191214,-0.7538103880389816
-1.1387516642784927,0.6557058797007002,-0.6258635316811727,-0.8866023841903011,-0.7307735469823261
-1.865563951221655,0.3252089645289763,-0.6258635316811727,-1.1701197658139526,-1.3270563482091715
-0.4123840445518149,-0.9967786961579193,-0.6258635316811727,-1.1269605980785402,-1.0883965188612055
0.3796264308214526,-1.3272756113296431,0.9466579047036832,-0.515357688285214,-0.3256379602872829
-1.4990771424928897,0.986202794872424,-0.6258635316811727,-1.1744634661179154,-1.0573597060308364
1.2775350846767848,-0.3357848658144715,0.9466579047036832,-1.0985509803146682,-0.9987162631662835
2.119824427649595,1.316699710044148,0.9466579047036832,-1.1804516554861881,-1.1416648784921672
-0.18642708763845017,-0.9967786961579193,-0.6258635316811727,-1.0349026237845231,-0.9387813135210591
2.29820503285419,-0.0052879506427475865,-0.6258635316811727,-0.9333207387803956,-1.0426335806062992
-0.6817873997765883,-0.6662817809861953,0.9466579047036832,-0.6990525517323531,-0.8522085595627122
0.47959680307296193,-0.0052879506427475865,-0.6258635316811727,-0.9585756452581666,-0.9528729024515139
-0.6520704693976577,1.316699710044148,-0.6258635316811727,-1.1921811278961985,-1.1438136302193975
0.8555334857468215,-0.3357848658144715,2.519179341088539,-1.1573343176802533,-1.0373304772544545
-0.5868142024971441,0.3252089645289763,-0.6258635316811727,-0.6038404254573242,-0.6295261730645955
1.0600817360325245,-1.9882694416730908,-0.6258635316811727,-0.9729992408161331,-0.9059206478209693
0.19545504585166065,-2.3187663568448147,-0.6258635316811727,-0.9132841365325185,-0.7695693630372734
0.840090225765986,-0.3357848658144715,-0.6258635316811727,-0.4639909371848937,-0.461038937685513
-0.08461701059651934,-0.3357848658144715,-0.6258635316811727,-0.9492204971909545,-0.9968953665672085
-0.7168280307738029,-0.3357848658144715,2.519179341088539,-1.0122593134363107,-1.2137782923297116
0.8178397640625723,0.6557058797007002,0.9466579047036832,-0.8682032012376165,-1.1414911170951427
-0.3510506497848284,0.3252089645289763,-0.6258635316811727,-1.179286103995116,-1.0827246866446156
-0.6676454915016649,-0.0052879506427475865,-0.6258635316811727,-1.028197013600445,-0.9876036344874458
-1.94615346356681,-1.3272756113296431,-0.6258635316811727,-1.0982504698011073,-1.2195615711445569
